Data;Loja;Produto;Categoria;Quantidade;Preço Unitário;Total Venda;Cliente_ID;Forma_Pagamento
2023-08-30;Loja A;Detergente;Limpeza;;12.44;;4725.0;Transferência
2023-12-29;Loja C;Sabão em Pó;Limpeza;3.0;20.86;62.58;3942.0;Transferência
2023-04-24;Loja B;Açúcar;Alimentos;9.0;15.83;;9002.0;Dinheiro
2023-03-15;Loja A;Feijão;Alimentos;8.0;35.16;281.28;8793.0;Transferência
2023-06-20;Loja B;Arroz;Alimentos;6.0;3.16;18.96;8982.0;Transferência
2022-09-05;Loja C;Sabão em Pó;Limpeza;8.0;46.17;369.36;4797.0;Dinheiro
2023-07-22;Loja B;Leite;Alimentos;6.0;23.78;142.68;6398.0;Dinheiro
2024-05-06;Loja C;Pasta de Dente;Higiene;1.0;;2.16;4727.0;Pix
2022-10-17;Loja A;Shampoo;Higiene;8.0;14.85;118.8;2572.0;Cartão
2023-02-08;Loja B;Shampoo;Higiene;3.0;2.07;6.21;8536.0;Pix
2022-09-20;Loja B;Refrigerante;Bebidas;7.0;19.52;136.64;3732.0;Transferência
2023-03-18;Loja A;Açúcar;Alimentos;3.0;47.32;;5300.0;Pix
2023-11-23;Loja A;Pasta de Dente;Higiene;8.0;;279.36;7366.0;Dinheiro
2024-04-12;Loja A;Feijão;Alimentos;9.0;33.02;297.18;2898.0;Pix
2022-01-18;Loja B;Feijão;Alimentos;1.0;29.73;29.73;1666.0;Cartão
2024-12-28;Loja A;Leite;Alimentos;9.0;1.66;14.94;3021.0;Pix
2022-05-03;Loja C;Arroz;Alimentos;6.0;16.09;96.54;7529.0;Dinheiro
2024-12-14;Loja A;Refrigerante;Bebidas;1.0;37.17;37.17;2959.0;
2023-02-24;Loja B;Feijão;Alimentos;2.0;18.73;37.46;7974.0;Transferência
2024-08-23;Loja B;Arroz;Alimentos;7.0;5.85;;8527.0;Pix
2023-07-16;Loja B;Pasta de Dente;Higiene;8.0;5.32;42.56;4321.0;Transferência
2024-02-26;Loja C;Detergente;Limpeza;4.0;39.53;;1173.0;Dinheiro
2022-03-04;Loja C;Leite;Alimentos;10.0;31.47;314.7;5543.0;Cartão
2024-06-20;Loja C;Arroz;Alimentos;4.0;40.39;161.56;9895.0;Dinheiro
2022-11-23;Loja B;Detergente;Limpeza;1.0;8.19;8.19;9773.0;Dinheiro
2023-09-22;Loja A;Refrigerante;Bebidas;4.0;41.22;164.88;;Dinheiro
2024-09-27;Loja C;Cerveja;Bebidas;2.0;31.77;63.54;6299.0;Transferência
2023-03-28;Loja C;Açúcar;Alimentos;2.0;40.13;80.26;5610.0;Cartão
2024-09-08;Loja B;Pasta de Dente;Higiene;10.0;19.14;191.4;1924.0;Cartão
2023-06-03;;Leite;Alimentos;5.0;7.92;39.6;7947.0;Dinheiro
2024-08-29;Loja C;Leite;Alimentos;9.0;36.02;324.18;8909.0;Pix
2022-05-25;Loja A;Cerveja;Bebidas;2.0;40.92;81.84;6724.0;Pix
2023-03-11;Loja B;Cerveja;Bebidas;4.0;18.86;75.44;4413.0;Cartão
2023-07-24;Loja A;Leite;Alimentos;;24.49;;6879.0;Cartão
2024-11-25;Loja B;Refrigerante;Bebidas;6.0;31.27;187.62;7510.0;Dinheiro
2022-09-23;Loja C;Arroz;Alimentos;7.0;40.48;;7094.0;Transferência
2023-09-29;Loja A;Arroz;Alimentos;1.0;41.31;;5793.0;Pix
2024-05-18;Loja C;Pasta de Dente;Higiene;10.0;38.07;380.7;;Dinheiro
2022-05-03;Loja C;Feijão;Alimentos;5.0;13.84;69.2;9795.0;Transferência
2024-05-17;Loja A;Shampoo;Higiene;5.0;21.72;108.6;7138.0;Transferência
2024-04-07;Loja B;Arroz;Alimentos;1.0;21.15;21.15;6078.0;Cartão
2023-04-01;Loja B;Açúcar;Alimentos;4.0;21.36;85.44;5925.0;Dinheiro
2024-04-14;Loja A;Açúcar;Alimentos;3.0;20.67;62.01;8838.0;Cartão
2023-09-13;Loja C;Sabão em Pó;Limpeza;8.0;26.96;;9836.0;Dinheiro
2023-05-11;Loja C;Feijão;Alimentos;5.0;33.91;169.55;4481.0;Pix
2023-10-24;Loja C;Detergente;Limpeza;6.0;;223.8;4485.0;Pix
2024-01-20;Loja A;Açúcar;Alimentos;5.0;23.19;115.95;3206.0;Transferência
2022-12-29;Loja C;Sabão em Pó;Limpeza;6.0;16.59;99.54;5139.0;
2024-04-25;Loja A;Detergente;Limpeza;5.0;41.39;206.95;4936.0;Cartão
2022-07-25;Loja A;Leite;Alimentos;5.0;49.38;;5373.0;Cartão
2024-10-18;Loja C;Arroz;Alimentos;2.0;8.2;16.4;8538.0;
2022-08-09;Loja A;Refrigerante;Bebidas;6.0;14.3;85.8;9570.0;
2023-03-24;Loja B;Refrigerante;Bebidas;4.0;46.81;187.24;1428.0;Cartão
2023-01-30;Loja C;Açúcar;Alimentos;7.0;7.87;55.09;9135.0;Transferência
2023-09-11;Loja C;Sabão em Pó;Limpeza;3.0;8.8;26.4;1568.0;Pix
2023-12-27;Loja B;Cerveja;Bebidas;2.0;46.69;93.38;5295.0;Dinheiro
2024-03-14;Loja A;Cerveja;Bebidas;10.0;10.74;107.4;4871.0;Pix
2024-02-18;Loja B;Leite;Alimentos;1.0;14.19;14.19;3857.0;Transferência
2023-11-06;Loja B;Refrigerante;Bebidas;6.0;31.44;;4231.0;Pix
2022-10-18;Loja B;Pasta de Dente;Higiene;4.0;15.18;;6512.0;Pix
2022-10-24;Loja A;Detergente;Limpeza;7.0;47.54;332.78;1166.0;
2023-02-09;Loja C;Arroz;Alimentos;4.0;19.4;77.6;3237.0;Cartão
2024-02-24;Loja A;Feijão;Alimentos;2.0;49.43;98.86;2934.0;Pix
2024-09-14;Loja C;Leite;Alimentos;9.0;-13.21;;7594.0;Cartão
2022-08-01;Loja A;Pasta de Dente;Higiene;6.0;16.65;99.9;4777.0;Pix
2024-06-19;Loja C;Cerveja;Bebidas;9.0;30.31;272.79;7234.0;Cartão
2022-08-08;Loja A;Shampoo;Higiene;9.0;32.6;293.4;7632.0;Cartão
2022-02-17;Loja B;Feijão;Alimentos;8.0;5.79;46.32;8035.0;Cartão
2024-08-25;Loja B;Arroz;Alimentos;5.0;17.96;89.8;5159.0;
2022-08-28;Loja B;Detergente;Limpeza;6.0;16.24;;3620.0;Pix
2024-12-03;Loja B;Cerveja;Bebidas;10.0;36.44;364.4;6650.0;Pix
2024-07-07;Loja A;Detergente;Limpeza;5.0;25.45;127.25;3184.0;Transferência
2023-04-17;Loja C;Shampoo;Higiene;6.0;21.09;126.54;8080.0;Pix
2024-11-08;Loja A;Açúcar;Alimentos;9.0;13.51;121.59;4642.0;Pix
2022-11-12;Loja A;Detergente;Limpeza;10.0;16.06;160.6;6315.0;Dinheiro
2022-08-08;;Shampoo;Higiene;6.0;-26.55;;8187.0;Pix
2022-08-26;Loja B;Arroz;Alimentos;1.0;-4.32;;2319.0;Transferência
2024-08-24;Loja C;Detergente;Limpeza;4.0;11.08;44.32;7444.0;Pix
2023-03-18;Loja A;Cerveja;Bebidas;4.0;49.42;197.68;9177.0;Cartão
2022-05-22;Loja B;Refrigerante;Bebidas;4.0;35.67;142.68;8318.0;Cartão
2023-04-22;Loja B;Detergente;Limpeza;4.0;13.92;55.68;2489.0;Dinheiro
2022-11-24;Loja C;Sabão em Pó;Limpeza;10.0;20.02;200.2;7705.0;Cartão
2023-09-07;Loja C;Shampoo;Higiene;7.0;14.61;102.27;2192.0;Pix
2023-07-26;Loja B;Feijão;Alimentos;8.0;12.11;96.88;4199.0;Transferência
2022-07-08;Loja A;Sabão em Pó;Limpeza;7.0;24.21;169.47;9026.0;Cartão
2022-07-01;Loja B;Cerveja;Bebidas;9.0;48.42;435.78;;Pix
2023-02-04;Loja A;Arroz;Alimentos;5.0;37.33;186.65;2433.0;Cartão
2022-06-25;Loja B;Detergente;Limpeza;5.0;21.0;105.0;7990.0;Pix
2023-03-30;Loja C;Detergente;Limpeza;9.0;2.02;18.18;6057.0;Pix
2023-06-01;Loja B;Leite;Alimentos;5.0;18.69;93.45;9942.0;Dinheiro
2024-05-08;Loja C;Refrigerante;Bebidas;2.0;39.29;78.58;8335.0;Dinheiro
2023-03-27;Loja B;Detergente;Limpeza;3.0;42.88;128.64;6678.0;Cartão
2024-08-06;Loja C;Arroz;Alimentos;5.0;45.46;227.3;6213.0;Dinheiro
2024-08-04;Loja A;Arroz;Alimentos;6.0;20.4;122.4;9129.0;Pix
2024-05-18;Loja B;Detergente;Limpeza;7.0;37.95;265.65;7559.0;Cartão
2024-05-24;Loja C;Arroz;Alimentos;7.0;25.35;177.45;5030.0;Cartão
2023-08-10;Loja B;Shampoo;Higiene;9.0;20.01;180.09;6523.0;Dinheiro
2023-09-28;Loja A;Arroz;Alimentos;6.0;44.88;269.28;6443.0;Cartão
2022-08-13;Loja A;Arroz;Alimentos;1.0;24.22;24.22;2427.0;Pix
2022-12-03;Loja C;Leite;Alimentos;5.0;-13.43;;1519.0;Cartão
2023-04-06;Loja A;Pasta de Dente;Higiene;4.0;47.86;191.44;1156.0;Cartão
2024-08-24;Loja C;Sabão em Pó;Limpeza;3.0;25.94;77.82;9446.0;Dinheiro
2024-10-28;Loja A;Shampoo;Higiene;;49.31;;9650.0;Dinheiro
2023-05-22;Loja B;Feijão;Alimentos;7.0;1.92;13.44;6962.0;Cartão
2024-07-04;Loja C;Shampoo;Higiene;9.0;36.19;325.71;1901.0;
2022-06-27;Loja C;Cerveja;Bebidas;6.0;43.58;261.48;6854.0;Pix
2023-09-20;Loja C;Açúcar;Alimentos;2.0;16.21;32.42;9178.0;Pix
2022-04-07;Loja C;Arroz;Alimentos;10.0;7.56;75.6;6584.0;Dinheiro
2024-03-07;Loja C;Refrigerante;Bebidas;9.0;49.36;444.24;7294.0;Transferência
2022-01-03;Loja B;Sabão em Pó;Limpeza;;48.53;;2890.0;Dinheiro
2023-07-01;Loja B;Detergente;Limpeza;5.0;23.63;;2966.0;Pix
2024-07-07;Loja B;Shampoo;Higiene;7.0;42.77;299.39;4336.0;Dinheiro
2023-11-03;Loja A;Arroz;Alimentos;5.0;-19.61;;3710.0;Transferência
2024-04-29;Loja A;Detergente;Limpeza;9.0;46.24;416.16;9622.0;Pix
2024-10-23;Loja B;Feijão;Alimentos;8.0;;163.12;9074.0;Transferência
2022-12-17;Loja B;Açúcar;Alimentos;5.0;22.71;113.55;6105.0;Pix
2024-04-24;Loja B;Cerveja;Bebidas;8.0;16.63;133.04;4148.0;Transferência
2024-08-28;Loja C;Arroz;Alimentos;10.0;42.1;421.0;6465.0;Dinheiro
2022-04-29;;Detergente;Limpeza;5.0;4.27;21.35;1644.0;Pix
2022-11-29;Loja C;Cerveja;Bebidas;5.0;29.38;146.9;3473.0;Pix
2022-12-31;Loja B;Açúcar;Alimentos;-1.0;18.3;;;Transferência
2024-08-03;Loja C;Feijão;Alimentos;6.0;;42.48;1358.0;Cartão
2023-01-29;Loja B;Feijão;Alimentos;7.0;41.38;289.66;1888.0;Transferência
2022-10-30;Loja C;Detergente;Limpeza;4.0;44.63;178.52;9382.0;Dinheiro
2022-10-03;Loja A;Arroz;Alimentos;3.0;22.98;68.94;1654.0;Pix
2022-06-21;Loja B;Shampoo;Higiene;1.0;7.13;7.13;9352.0;Transferência
2022-09-22;Loja B;Arroz;Alimentos;3.0;36.12;108.36;6317.0;Dinheiro
2023-01-19;Loja B;Shampoo;Higiene;1.0;17.56;17.56;;Dinheiro
2022-06-08;Loja A;Detergente;Limpeza;;31.36;;8322.0;Cartão
2024-09-24;Loja A;Pasta de Dente;Higiene;9.0;24.84;223.56;6689.0;Dinheiro
2022-07-22;Loja A;Arroz;Alimentos;7.0;6.85;;3232.0;Dinheiro
2024-07-19;Loja B;Cerveja;Bebidas;8.0;26.04;208.32;3704.0;Dinheiro
2022-01-09;Loja A;Leite;Alimentos;8.0;20.47;163.76;7527.0;Cartão
2024-01-12;Loja C;Arroz;Alimentos;3.0;31.69;95.07;3390.0;Dinheiro
2024-11-20;Loja B;Shampoo;Higiene;4.0;7.86;31.44;1142.0;Pix
2024-09-30;Loja A;Cerveja;Bebidas;9.0;46.14;415.26;8227.0;Cartão
2022-02-07;Loja A;Detergente;Limpeza;8.0;3.0;24.0;6260.0;Cartão
2022-10-01;Loja B;Detergente;Limpeza;4.0;49.2;;2354.0;Dinheiro
2023-08-17;Loja C;Sabão em Pó;Limpeza;4.0;26.17;104.68;2091.0;Pix
2022-03-13;Loja A;Leite;Alimentos;4.0;12.32;49.28;8279.0;Transferência
2022-03-10;Loja A;Refrigerante;Bebidas;1.0;17.47;17.47;2253.0;Transferência
2022-11-26;Loja C;Cerveja;Bebidas;8.0;34.01;272.08;2454.0;Pix
2023-09-22;Loja C;Arroz;Alimentos;8.0;33.27;266.16;4777.0;Transferência
2022-02-13;Loja B;Açúcar;Alimentos;6.0;36.97;221.82;6298.0;Transferência
2022-03-30;Loja A;Feijão;Alimentos;9.0;8.83;79.47;1605.0;Cartão
2023-01-15;Loja B;Açúcar;Alimentos;6.0;43.58;;1094.0;Transferência
2023-11-02;Loja A;Cerveja;Bebidas;7.0;26.12;182.84;8514.0;Dinheiro
2024-02-24;;Refrigerante;Bebidas;2.0;44.05;88.1;5219.0;Pix
2023-11-28;Loja B;Detergente;Limpeza;1.0;34.66;34.66;9308.0;Cartão
2023-01-27;Loja B;Detergente;Limpeza;5.0;22.14;110.7;3299.0;Transferência
2024-05-03;Loja A;Sabão em Pó;Limpeza;3.0;;109.35;4845.0;
2024-12-25;Loja C;Detergente;Limpeza;;15.89;;5240.0;Transferência
2022-04-02;Loja A;Detergente;Limpeza;6.0;40.84;245.04;2732.0;Transferência
2022-02-13;;Açúcar;Alimentos;-2.0;9.34;;2263.0;Pix
2024-11-28;Loja B;Açúcar;Alimentos;1.0;27.28;27.28;2816.0;Cartão
2023-08-24;Loja B;Refrigerante;Bebidas;2.0;31.49;;;
2023-05-22;Loja A;Sabão em Pó;Limpeza;5.0;8.38;41.9;5891.0;Dinheiro
2024-12-22;Loja B;Açúcar;Alimentos;10.0;4.32;43.2;4623.0;Cartão
2023-11-09;Loja A;Feijão;Alimentos;2.0;12.23;24.46;9662.0;Pix
2024-03-27;Loja A;Sabão em Pó;Limpeza;6.0;6.31;37.86;3548.0;Pix
2024-03-02;Loja C;Leite;Alimentos;5.0;29.15;145.75;7335.0;Dinheiro
2023-08-16;Loja B;Detergente;Limpeza;6.0;36.38;218.28;9968.0;Cartão
2024-01-20;Loja B;Leite;Alimentos;7.0;-21.66;;9501.0;Pix
2024-02-18;Loja B;Feijão;Alimentos;4.0;42.69;170.76;7677.0;Transferência
2024-10-22;Loja B;Açúcar;Alimentos;4.0;33.54;134.16;1950.0;Pix
2023-05-31;Loja A;Refrigerante;Bebidas;5.0;43.4;217.0;7550.0;Transferência
2024-05-25;Loja C;Feijão;Alimentos;5.0;45.77;228.85;6607.0;Cartão
2022-09-28;Loja A;Açúcar;Alimentos;10.0;33.02;330.2;2995.0;Transferência
2024-05-14;Loja B;Detergente;Limpeza;5.0;33.69;168.45;3618.0;Cartão
2022-08-28;Loja C;Leite;Alimentos;3.0;46.04;138.12;1404.0;Dinheiro
2022-11-14;Loja B;Detergente;Limpeza;1.0;38.0;38.0;8929.0;Transferência
2022-06-08;Loja B;Shampoo;Higiene;7.0;48.28;337.96;2113.0;Transferência
2022-09-01;Loja C;Cerveja;Bebidas;2.0;3.02;6.04;8765.0;Dinheiro
2022-02-11;Loja A;Cerveja;Bebidas;9.0;38.18;343.62;9048.0;Cartão
2023-09-09;Loja C;Açúcar;Alimentos;7.0;-30.45;;5714.0;Transferência
2023-10-12;Loja C;Pasta de Dente;Higiene;9.0;48.77;;4335.0;
2023-03-13;Loja C;Açúcar;Alimentos;1.0;44.02;44.02;6252.0;Dinheiro
2024-04-27;Loja B;Sabão em Pó;Limpeza;1.0;3.24;3.24;4890.0;Transferência
2023-02-08;Loja A;Cerveja;Bebidas;5.0;42.2;211.0;2519.0;Pix
2022-04-05;Loja B;Sabão em Pó;Limpeza;4.0;19.63;78.52;5638.0;Cartão
2023-08-20;Loja A;Shampoo;Higiene;10.0;9.38;93.8;5822.0;Dinheiro
2022-11-23;Loja A;Refrigerante;Bebidas;;34.31;;5649.0;Transferência
2023-04-23;Loja A;Leite;Alimentos;4.0;20.55;;8849.0;Cartão
2022-10-21;Loja A;Detergente;Limpeza;5.0;21.17;105.85;3428.0;Dinheiro
2024-10-06;Loja A;Sabão em Pó;Limpeza;-2.0;;;5659.0;Dinheiro
2022-11-12;Loja B;Leite;Alimentos;4.0;17.3;;6476.0;Cartão
2023-03-31;Loja C;Cerveja;Bebidas;4.0;14.61;;9280.0;Dinheiro
2023-06-24;Loja C;Açúcar;Alimentos;3.0;10.98;32.94;2782.0;Pix
2024-10-03;Loja C;Cerveja;Bebidas;4.0;45.59;182.36;6225.0;Cartão
2022-12-23;;Pasta de Dente;Higiene;1.0;;32.93;2023.0;Dinheiro
2023-07-10;Loja A;Shampoo;Higiene;1.0;35.4;35.4;1458.0;Cartão
2024-10-03;Loja C;Feijão;Alimentos;2.0;11.52;23.04;9376.0;Pix
2022-02-09;Loja A;Refrigerante;Bebidas;3.0;37.51;112.53;;Transferência
2024-09-06;Loja C;Feijão;Alimentos;-4.0;4.15;;5892.0;Cartão
2023-02-04;Loja B;Feijão;Alimentos;2.0;42.43;84.86;4612.0;Dinheiro
2024-03-08;Loja A;Açúcar;Alimentos;9.0;30.42;273.78;5381.0;Transferência
2023-08-20;Loja C;Shampoo;Higiene;3.0;33.23;;6125.0;Dinheiro
2023-01-15;Loja B;Detergente;Limpeza;;11.87;;5142.0;Dinheiro
2023-06-08;Loja A;Açúcar;Alimentos;1.0;45.09;45.09;2829.0;Pix
2023-09-18;Loja A;Cerveja;Bebidas;5.0;41.13;205.65;;Transferência
2022-10-07;Loja A;Açúcar;Alimentos;5.0;17.62;88.1;8617.0;Dinheiro
2022-03-12;Loja B;Feijão;Alimentos;6.0;40.33;241.98;6511.0;Transferência
2023-06-02;Loja C;Detergente;Limpeza;5.0;16.23;81.15;2726.0;Dinheiro
2024-07-24;Loja A;Feijão;Alimentos;5.0;-12.25;;1026.0;Transferência
2022-11-26;Loja B;Cerveja;Bebidas;2.0;41.62;83.24;9200.0;Dinheiro
2024-05-25;Loja A;Detergente;Limpeza;9.0;37.98;341.82;4931.0;Cartão
2022-05-02;Loja C;Cerveja;Bebidas;2.0;41.9;83.8;9083.0;Transferência
2022-11-06;Loja B;Arroz;Alimentos;9.0;10.51;94.59;9564.0;Pix
2024-12-28;Loja B;Arroz;Alimentos;8.0;8.99;;7175.0;Dinheiro
2022-05-09;Loja B;Açúcar;Alimentos;3.0;11.97;35.91;8243.0;Cartão
2024-05-26;Loja A;Cerveja;Bebidas;;47.02;;6505.0;Pix
2024-01-17;Loja B;Sabão em Pó;Limpeza;3.0;9.44;28.32;7619.0;Cartão
2024-12-22;;Feijão;Alimentos;4.0;35.99;;7175.0;Cartão
2024-09-10;Loja C;Arroz;Alimentos;5.0;18.11;90.55;9590.0;
2023-06-06;Loja C;Arroz;Alimentos;6.0;46.16;276.96;7121.0;Transferência
2023-03-20;Loja B;Feijão;Alimentos;1.0;20.6;20.6;9472.0;Transferência
2022-11-08;Loja C;Feijão;Alimentos;8.0;4.78;38.24;2196.0;Transferência
2022-12-27;Loja B;Shampoo;Higiene;8.0;43.84;350.72;3750.0;Transferência
2023-02-21;Loja B;Cerveja;Bebidas;7.0;38.57;269.99;9032.0;Transferência
2024-12-18;Loja A;Cerveja;Bebidas;4.0;8.05;32.2;5527.0;Pix
2024-06-10;Loja C;Leite;Alimentos;10.0;16.43;164.3;8871.0;Cartão
2024-02-18;Loja C;Leite;Alimentos;10.0;11.46;114.6;1790.0;Transferência
2024-10-02;Loja C;Refrigerante;Bebidas;10.0;-18.97;;6551.0;Dinheiro
2023-08-22;Loja A;Pasta de Dente;Higiene;6.0;24.72;148.32;2733.0;Pix
2023-12-01;Loja B;Refrigerante;Bebidas;2.0;40.69;81.38;9749.0;Transferência
2024-02-20;Loja C;Shampoo;Higiene;6.0;8.41;50.46;2492.0;Cartão
2022-05-06;Loja C;Shampoo;Higiene;2.0;43.76;87.52;3495.0;Pix
2024-04-01;Loja A;Arroz;Alimentos;5.0;41.96;209.8;1663.0;Pix
2023-02-05;Loja B;Sabão em Pó;Limpeza;2.0;35.38;70.76;5109.0;Cartão
2023-01-21;;Sabão em Pó;Limpeza;9.0;12.47;112.23;3800.0;Dinheiro
2022-08-12;Loja C;Arroz;Alimentos;9.0;46.74;;8849.0;Cartão
2024-08-21;Loja A;Arroz;Alimentos;10.0;46.96;469.6;3921.0;Dinheiro
2024-01-01;Loja C;Arroz;Alimentos;7.0;5.64;39.48;7790.0;Cartão
2024-08-08;Loja A;Leite;Alimentos;7.0;10.45;73.15;1127.0;Dinheiro
2024-11-19;Loja A;Sabão em Pó;Limpeza;9.0;9.76;87.84;1277.0;Cartão
2024-10-05;Loja B;Açúcar;Alimentos;6.0;50.0;300.0;9400.0;Transferência
2023-06-03;Loja A;Leite;Alimentos;3.0;47.7;143.1;1115.0;Dinheiro
2023-05-12;Loja B;Arroz;Alimentos;4.0;22.17;88.68;7646.0;Cartão
2022-08-22;Loja A;Açúcar;Alimentos;9.0;7.86;70.74;7671.0;Pix
2023-04-10;Loja A;Refrigerante;Bebidas;1.0;13.12;13.12;1065.0;Dinheiro
2022-06-20;Loja B;Cerveja;Bebidas;5.0;11.02;;9267.0;Pix
2022-10-07;Loja B;Sabão em Pó;Limpeza;6.0;5.41;32.46;4654.0;Pix
2022-11-09;Loja A;Sabão em Pó;Limpeza;6.0;47.17;283.02;3837.0;Transferência
2024-03-04;Loja C;Leite;Alimentos;2.0;39.42;78.84;6924.0;Cartão
2024-05-06;Loja C;Pasta de Dente;Higiene;3.0;38.42;115.26;8968.0;Cartão
2023-07-14;Loja A;Cerveja;Bebidas;9.0;13.47;121.23;3860.0;Cartão
2023-04-27;Loja A;Refrigerante;Bebidas;9.0;36.89;332.01;7797.0;Transferência
2022-01-28;Loja C;Sabão em Pó;Limpeza;7.0;27.09;189.63;5291.0;Pix
2024-11-16;Loja C;Açúcar;Alimentos;4.0;47.88;191.52;5277.0;Transferência
2023-07-17;Loja B;Leite;Alimentos;;36.43;;2317.0;Transferência
2023-05-27;Loja C;Sabão em Pó;Limpeza;7.0;19.86;139.02;6692.0;Transferência
2024-01-25;Loja A;Açúcar;Alimentos;4.0;11.65;46.6;9402.0;Dinheiro
2022-12-08;Loja B;Arroz;Alimentos;3.0;16.76;50.28;5436.0;Dinheiro
2023-02-02;Loja A;Leite;Alimentos;2.0;24.08;48.16;9762.0;Dinheiro
2022-10-15;Loja A;Refrigerante;Bebidas;4.0;19.56;78.24;1219.0;Dinheiro
2024-01-16;Loja B;Arroz;Alimentos;7.0;29.74;208.18;2009.0;Transferência
2023-07-10;Loja C;Refrigerante;Bebidas;9.0;;433.53;2622.0;Dinheiro
2022-06-09;Loja A;Shampoo;Higiene;2.0;19.79;39.58;4529.0;Dinheiro
2023-11-22;Loja B;Refrigerante;Bebidas;9.0;46.35;;2972.0;Transferência
2023-09-03;Loja A;Feijão;Alimentos;1.0;44.49;44.49;4898.0;Transferência
2022-11-05;Loja C;Feijão;Alimentos;1.0;16.75;16.75;9982.0;Pix
2023-11-25;Loja A;Refrigerante;Bebidas;8.0;31.86;254.88;3396.0;Pix
2022-06-28;Loja C;Arroz;Alimentos;5.0;25.01;125.05;9135.0;Pix
2023-12-08;Loja B;Arroz;Alimentos;8.0;12.45;99.6;9733.0;Transferência
2023-02-02;Loja A;Arroz;Alimentos;-4.0;8.73;;1949.0;Cartão
2023-12-06;Loja A;Pasta de Dente;Higiene;6.0;10.34;62.04;8400.0;Transferência
2023-12-08;Loja A;Feijão;Alimentos;9.0;46.88;421.92;2771.0;Cartão
2023-11-26;Loja A;Feijão;Alimentos;3.0;47.07;141.21;9035.0;Pix
2023-12-10;Loja B;Shampoo;Higiene;3.0;18.26;54.78;7208.0;Cartão
2024-01-27;Loja A;Leite;Alimentos;10.0;44.12;441.2;3151.0;Cartão
2022-12-12;Loja B;Sabão em Pó;Limpeza;3.0;32.04;96.12;8943.0;Cartão
2024-03-15;Loja B;Shampoo;Higiene;5.0;14.72;73.6;1472.0;Cartão
2022-08-12;Loja B;Feijão;Alimentos;10.0;-32.98;;8298.0;Pix
2023-08-01;Loja C;Feijão;Alimentos;8.0;42.77;342.16;8219.0;Transferência
2022-07-20;Loja B;Cerveja;Bebidas;9.0;5.19;46.71;9166.0;Dinheiro
2023-03-08;Loja A;Leite;Alimentos;3.0;33.05;99.15;2244.0;Cartão
2024-07-17;Loja B;Pasta de Dente;Higiene;8.0;40.07;320.56;7144.0;
2024-08-09;Loja B;Pasta de Dente;Higiene;9.0;28.74;258.66;1403.0;Transferência
2024-07-04;Loja A;Detergente;Limpeza;9.0;40.35;363.15;9274.0;Cartão
2022-03-06;Loja B;Sabão em Pó;Limpeza;8.0;45.81;366.48;8084.0;Dinheiro
2022-11-14;Loja B;Leite;Alimentos;10.0;;;4566.0;Transferência
2024-05-26;Loja B;Cerveja;Bebidas;7.0;3.1;21.7;9742.0;Dinheiro
2022-03-13;Loja A;Sabão em Pó;Limpeza;7.0;;101.01;5062.0;Cartão
2024-05-15;Loja A;Detergente;Limpeza;9.0;25.02;225.18;6331.0;Transferência
2023-04-14;Loja A;Detergente;Limpeza;8.0;16.6;132.8;3461.0;Cartão
2022-08-29;Loja B;Arroz;Alimentos;;24.24;;7553.0;Dinheiro
2023-11-01;Loja A;Arroz;Alimentos;7.0;22.8;159.6;9758.0;Transferência
2024-09-30;;Cerveja;Bebidas;4.0;2.14;8.56;5225.0;Dinheiro
2024-07-19;Loja A;Pasta de Dente;Higiene;8.0;2.63;21.04;1502.0;Transferência
2024-07-17;Loja C;Pasta de Dente;Higiene;-1.0;30.44;;7478.0;Cartão
2024-10-28;Loja B;Açúcar;Alimentos;8.0;17.54;140.32;1199.0;Transferência
2024-07-16;Loja A;Pasta de Dente;Higiene;7.0;42.21;295.47;5948.0;Dinheiro
2023-12-11;Loja B;Açúcar;Alimentos;8.0;22.69;181.52;8494.0;Dinheiro
2022-05-16;Loja C;Refrigerante;Bebidas;3.0;28.89;;6481.0;Dinheiro
2023-03-15;Loja A;Refrigerante;Bebidas;-2.0;47.59;;1214.0;Pix
2023-03-03;Loja C;Leite;Alimentos;9.0;10.3;92.7;5203.0;
2022-05-05;Loja B;Feijão;Alimentos;9.0;38.87;349.83;;Cartão
2024-05-17;Loja A;Detergente;Limpeza;5.0;8.88;44.4;9176.0;Transferência
2022-08-14;;Feijão;Alimentos;5.0;12.01;60.05;2682.0;Cartão
2023-03-11;Loja C;Pasta de Dente;Higiene;3.0;3.46;10.38;2158.0;Pix
2023-10-26;Loja A;Açúcar;Alimentos;4.0;29.64;118.56;6517.0;Dinheiro
2022-05-06;Loja A;Açúcar;Alimentos;1.0;11.37;11.37;9459.0;Pix
2022-01-24;Loja A;Leite;Alimentos;9.0;23.14;208.26;2319.0;Cartão
2023-12-15;Loja C;Leite;Alimentos;1.0;8.02;8.02;3338.0;Pix
2024-01-18;Loja A;Feijão;Alimentos;5.0;25.11;125.55;9732.0;Dinheiro
2024-02-19;Loja B;Arroz;Alimentos;-2.0;7.61;;1584.0;Transferência
2023-06-09;Loja A;Sabão em Pó;Limpeza;-1.0;42.9;;3447.0;Pix
2022-06-28;Loja B;Refrigerante;Bebidas;3.0;37.63;112.89;3316.0;Pix
2022-05-22;Loja A;Cerveja;Bebidas;-3.0;47.84;;9996.0;Transferência
2022-07-27;Loja C;Cerveja;Bebidas;;30.57;;7977.0;Transferência
