Data;Loja;Produto;Categoria;Quantidade;Preço Unitário;Total Venda;Cliente_ID;Forma_Pagamento
2023-04-25;Loja B;Refrigerante;Bebidas;2;4.12;8.24;1562;Cartão
2022-07-08;Loja C;Arroz;Alimentos;1;48.27;48.27;7690;Dinheiro
2023-12-03;Loja A;Cerveja;Bebidas;6;44.47;266.82;3955;Transferência
2023-09-28;Loja B;Leite;Alimentos;6;26.1;156.6;1846;Dinheiro
2022-10-14;Loja B;Feijão;Alimentos;9;2.33;20.97;2883;Dinheiro
2024-10-15;Loja A;Pasta de Dente;Higiene;8;16.29;130.32;8402;Transferência
2022-08-08;Loja B;Sabão em Pó;Limpeza;10;37.49;374.9;2284;Não informado
2022-01-18;Loja C;Pasta de Dente;Higiene;8;44.38;355.04;4351;Dinheiro
2024-02-15;Loja C;Feijão;Alimentos;2;22.14;44.28;8518;Não informado
2023-03-04;Loja B;Pasta de Dente;Higiene;6;15.19;91.14;2870;Transferência
2022-10-05;Loja C;Detergente;Limpeza;1;17.87;17.87;9167;Cartão
2022-11-27;Loja B;Detergente;Limpeza;1;31.48;31.48;3745;Transferência
2022-01-29;Loja C;Cerveja;Bebidas;6;23.24;139.44;1345;Transferência
2022-03-21;Loja C;Pasta de Dente;Higiene;5;23.24;116.2;1972;Dinheiro
2024-10-06;Loja C;Açúcar;Alimentos;6;29.8;178.8;1593;Dinheiro
2024-01-26;Loja A;Feijão;Alimentos;6;40.25;241.5;9647;Pix
2024-09-16;Loja A;Cerveja;Bebidas;7;11.38;79.66;1128;Não informado
2022-07-26;Loja B;Açúcar;Alimentos;9;9.85;88.65;9008;Transferência
2024-01-28;Loja C;Pasta de Dente;Higiene;5;13.26;66.3;5771;Dinheiro
2023-11-04;Loja A;Açúcar;Alimentos;2;24.04;48.08;6076;Transferência
2022-03-18;Loja A;Detergente;Limpeza;2;34.49;68.98;1760;Pix
2022-10-15;Loja A;Açúcar;Alimentos;9;12.24;110.16;6423;Dinheiro
2023-02-02;Loja B;Cerveja;Bebidas;1;48.15;48.15;8867;Cartão
2024-11-12;Loja A;Pasta de Dente;Higiene;4;48.28;193.12;5600;Pix
2024-01-19;Loja C;Sabão em Pó;Limpeza;5;16.17;80.85;9851;Pix
2023-07-03;Loja B;Detergente;Limpeza;3;33.1;99.3;0;Dinheiro
2022-06-17;Loja A;Leite;Alimentos;2;7.54;15.08;9899;Transferência
2022-10-09;Loja A;Pasta de Dente;Higiene;9;17.58;158.22;1022;Pix
2022-11-27;Loja A;Cerveja;Bebidas;8;22.61;180.88;3443;Pix
2024-03-14;Loja A;Shampoo;Higiene;2;28.73;57.46;6722;Transferência
2022-07-22;Loja B;Arroz;Alimentos;6;17.45;104.7;6198;Pix
2024-01-10;Loja C;Pasta de Dente;Higiene;9;36.29;326.61;7547;Pix
2023-04-22;Loja B;Sabão em Pó;Limpeza;6;33.63;201.78;1489;Pix
2024-04-03;Loja A;Sabão em Pó;Limpeza;2;16.53;33.06;9212;Cartão
2024-06-18;Loja B;Leite;Alimentos;9;19.59;176.31;5950;Cartão
2023-11-23;Loja A;Leite;Alimentos;7;31.69;221.83;0;Transferência
2022-03-01;Loja B;Arroz;Alimentos;6;26.11;156.66;6232;Cartão
2023-07-23;Loja B;Sabão em Pó;Limpeza;8;34.99;279.92;4689;Não informado
2024-05-07;Loja B;Pasta de Dente;Higiene;8;1.9;15.2;5288;Dinheiro
2022-05-24;Loja B;Shampoo;Higiene;10;10.34;103.4;8576;Cartão
2022-04-07;Loja C;Leite;Alimentos;9;42.65;383.85;5921;Transferência
2024-05-09;Loja A;Pasta de Dente;Higiene;4;17.22;68.88;5371;Transferência
2024-04-17;Loja C;Pasta de Dente;Higiene;7;8.94;62.58;6096;Dinheiro
2024-06-27;Loja A;Sabão em Pó;Limpeza;9;17.11;153.99;7193;Pix
2023-02-21;Loja A;Sabão em Pó;Limpeza;7;23.35;163.45;9128;Cartão
2024-04-30;Loja C;Shampoo;Higiene;4;44.88;179.52;8743;Pix
2023-01-25;Loja B;Pasta de Dente;Higiene;3;46.04;138.12;3213;Dinheiro
2022-09-23;Loja C;Arroz;Alimentos;7;3.6;25.2;8295;Pix
2023-02-14;Loja A;Cerveja;Bebidas;2;31.24;62.48;9803;Cartão
2024-07-13;Loja C;Cerveja;Bebidas;5;23.24;116.2;1963;Transferência
2023-12-08;Loja C;Refrigerante;Bebidas;6;10.77;64.62;5883;Pix
2024-05-08;Loja A;Arroz;Alimentos;3;20.36;61.08;6901;Dinheiro
2022-10-21;Loja A;Açúcar;Alimentos;4;4.92;19.68;5477;Pix
2023-09-12;Loja C;Feijão;Alimentos;5;49.29;246.45;8551;Transferência
2023-06-08;Loja B;Pasta de Dente;Higiene;10;25.96;259.6;2645;Dinheiro
2023-07-02;Loja C;Feijão;Alimentos;4;4.0;16.0;1905;Transferência
2024-02-09;Loja A;Cerveja;Bebidas;1;49.19;49.19;8957;Transferência
2023-10-08;Loja A;Feijão;Alimentos;7;13.23;92.61;1426;Cartão
2023-09-26;Loja A;Açúcar;Alimentos;8;22.01;176.08;9485;Cartão
2023-03-04;Loja C;Cerveja;Bebidas;8;41.35;330.8;4852;Transferência
2023-01-11;Loja B;Arroz;Alimentos;1;37.85;37.85;3656;Transferência
2023-04-17;Loja C;Feijão;Alimentos;2;28.08;56.16;1308;Dinheiro
2023-09-10;Loja A;Leite;Alimentos;8;23.24;185.92;3509;Pix
2023-12-17;Loja C;Leite;Alimentos;10;29.08;290.8;5893;Cartão
2022-03-06;Loja B;Shampoo;Higiene;5;35.6;178.0;7661;Pix
2023-03-14;Loja A;Pasta de Dente;Higiene;8;45.22;361.76;1710;Cartão
2022-02-06;Loja C;Arroz;Alimentos;7;23.24;162.68;4376;Transferência
2022-07-25;Loja B;Sabão em Pó;Limpeza;6;31.71;190.26;4012;Cartão
2022-03-23;Loja C;Açúcar;Alimentos;2;24.31;48.62;3095;Cartão
2023-05-06;Loja A;Açúcar;Alimentos;8;25.76;206.08;7122;Transferência
2024-01-11;Loja A;Pasta de Dente;Higiene;9;28.33;254.97;5745;Transferência
2023-03-08;Loja C;Arroz;Alimentos;4;48.32;193.28;3616;Transferência
2024-03-28;Loja A;Cerveja;Bebidas;2;23.24;46.48;6495;Cartão
2024-05-12;Loja C;Açúcar;Alimentos;4;47.61;190.44;8867;Dinheiro
2023-04-15;Loja A;Feijão;Alimentos;7;23.24;162.68;2932;Cartão
2024-04-06;Loja C;Refrigerante;Bebidas;2;14.19;28.38;7139;Pix
2023-05-23;Loja C;Leite;Alimentos;9;48.79;439.11;8706;Pix
2024-04-01;Loja C;Leite;Alimentos;10;23.33;233.3;6775;Cartão
2022-01-01;Loja A;Cerveja;Bebidas;2;4.81;9.62;3674;Pix
2022-09-15;Loja A;Sabão em Pó;Limpeza;3;29.65;88.95;7776;Transferência
2024-10-22;Loja C;Cerveja;Bebidas;4;2.17;8.68;6773;Transferência
2022-08-15;Loja A;Feijão;Alimentos;9;16.69;150.21;7614;Dinheiro
2024-10-12;Loja C;Pasta de Dente;Higiene;8;33.21;265.68;4956;Pix
2024-10-10;Loja C;Feijão;Alimentos;1;14.22;14.22;1004;Pix
2023-01-01;Loja C;Arroz;Alimentos;1;15.12;15.12;5084;Não informado
2023-05-23;Loja A;Refrigerante;Bebidas;3;24.06;72.18;6272;Cartão
2022-07-01;Loja A;Leite;Alimentos;3;34.86;104.58;1948;Transferência
2023-01-18;Loja B;Sabão em Pó;Limpeza;10;40.9;409.0;9079;Transferência
2023-08-13;Loja C;Açúcar;Alimentos;9;4.97;44.73;8043;Cartão
2023-02-19;Loja A;Açúcar;Alimentos;10;25.36;253.6;9653;Dinheiro
2023-01-16;Loja B;Sabão em Pó;Limpeza;2;41.82;83.64;5348;Pix
2023-09-20;Loja B;Detergente;Limpeza;7;21.46;150.22;3772;Dinheiro
2023-05-25;Loja C;Pasta de Dente;Higiene;2;23.24;46.48;4899;Transferência
2024-11-04;Loja A;Shampoo;Higiene;1;2.01;2.01;6648;Pix
2024-02-20;Loja C;Sabão em Pó;Limpeza;2;23.24;46.48;7334;Cartão
2022-01-22;Loja C;Açúcar;Alimentos;2;26.44;52.88;4509;Pix
2024-01-30;Loja C;Açúcar;Alimentos;2;25.04;50.08;2147;Cartão
2022-04-24;Loja B;Feijão;Alimentos;10;14.66;146.6;7555;Dinheiro
2023-08-05;Loja C;Feijão;Alimentos;8;2.46;19.68;2622;Pix
2024-11-17;Loja C;Pasta de Dente;Higiene;10;3.96;39.6;1056;Não informado
2024-09-14;Loja A;Shampoo;Higiene;7;47.26;330.82;8829;Transferência
2024-04-01;Loja A;Arroz;Alimentos;3;23.24;69.72;9471;Pix
2022-09-17;Loja C;Arroz;Alimentos;1;27.15;27.15;6821;Transferência
2023-02-16;Loja B;Sabão em Pó;Limpeza;10;25.47;254.7;2878;Cartão
2022-10-04;Loja C;Pasta de Dente;Higiene;10;15.79;157.9;9012;Cartão
2023-09-13;Loja B;Feijão;Alimentos;10;8.1;81.0;9328;Transferência
2023-07-28;Loja A;Feijão;Alimentos;4;20.28;81.12;9172;Dinheiro
2023-06-06;Loja C;Feijão;Alimentos;8;48.38;387.04;9797;Transferência
2024-03-23;Loja C;Cerveja;Bebidas;10;10.48;104.8;3058;Cartão
2024-07-01;Loja A;Açúcar;Alimentos;1;3.75;3.75;2588;Dinheiro
2022-04-26;Loja B;Feijão;Alimentos;8;12.01;96.08;5253;Pix
2023-07-05;Loja B;Leite;Alimentos;8;5.59;44.72;2499;Transferência
2024-12-24;Loja B;Açúcar;Alimentos;5;16.8;84.0;0;Dinheiro
2023-05-12;Loja A;Pasta de Dente;Higiene;2;29.35;58.7;9003;Dinheiro
2023-09-03;Loja C;Leite;Alimentos;6;43.76;262.56;7637;Transferência
2024-06-16;Loja C;Refrigerante;Bebidas;1;44.83;44.83;3084;Transferência
2022-12-05;Loja B;Cerveja;Bebidas;5;14.09;70.45;5050;Transferência
2024-06-09;Loja A;Refrigerante;Bebidas;6;9.27;55.62;6595;Cartão
2022-11-21;Loja B;Pasta de Dente;Higiene;9;19.41;174.69;9605;Transferência
2024-11-09;Loja C;Sabão em Pó;Limpeza;1;42.53;42.53;0;Dinheiro
2024-10-01;Loja C;Feijão;Alimentos;1;29.26;29.26;2888;Cartão
2022-01-02;Loja C;Arroz;Alimentos;5;23.24;116.2;2020;Dinheiro
2023-08-06;Loja A;Feijão;Alimentos;8;32.93;263.44;4339;Cartão
2023-01-03;Loja B;Cerveja;Bebidas;7;23.24;162.68;1348;Dinheiro
2024-09-30;Loja B;Açúcar;Alimentos;7;39.51;276.57;4651;Pix
2023-12-06;Loja B;Feijão;Alimentos;3;32.69;98.07;3332;Pix
2024-10-28;Loja A;Refrigerante;Bebidas;2;34.1;68.2;1684;Dinheiro
2022-03-10;Loja A;Refrigerante;Bebidas;7;9.84;68.88;9239;Dinheiro
2024-10-02;Loja A;Shampoo;Higiene;4;46.99;187.96;6346;Pix
2023-10-30;Loja A;Sabão em Pó;Limpeza;6;30.15;180.9;9234;Cartão
2023-04-10;Loja A;Feijão;Alimentos;9;35.26;317.34;5932;Transferência
2023-04-02;Loja A;Sabão em Pó;Limpeza;1;45.72;45.72;7383;Transferência
2022-12-25;Loja A;Shampoo;Higiene;3;1.78;5.34;8614;Dinheiro
2023-01-17;Loja A;Açúcar;Alimentos;3;40.81;122.43;7842;Dinheiro
2023-12-02;Loja C;Shampoo;Higiene;5;14.6;73.0;9656;Dinheiro
2023-02-25;Loja C;Pasta de Dente;Higiene;7;34.83;243.81;2231;Transferência
2023-09-13;Loja A;Shampoo;Higiene;10;13.41;134.1;1527;Dinheiro
2022-08-01;Loja B;Leite;Alimentos;5;5.37;26.85;9215;Transferência
2024-03-02;Loja B;Leite;Alimentos;6;22.16;132.96;8137;Cartão
2024-01-08;Loja B;Detergente;Limpeza;5;15.79;78.95;3631;Pix
2023-05-15;Loja C;Pasta de Dente;Higiene;1;12.93;12.93;7222;Transferência
2023-05-03;Loja B;Cerveja;Bebidas;8;4.44;35.52;9576;Dinheiro
2024-05-30;Loja A;Leite;Alimentos;10;2.5;25.0;2420;Cartão
2022-07-06;Loja A;Leite;Alimentos;5;13.58;67.9;3465;Cartão
2023-09-13;Loja B;Arroz;Alimentos;4;25.86;103.44;9897;Transferência
2024-05-28;Loja A;Shampoo;Higiene;3;17.42;52.26;7854;Dinheiro
2023-10-30;Loja A;Feijão;Alimentos;7;27.93;195.51;7285;Cartão
2023-07-24;Loja B;Pasta de Dente;Higiene;7;12.31;86.17;2843;Pix
2023-01-23;Loja B;Detergente;Limpeza;3;20.95;62.85;5329;Transferência
2023-04-20;Loja B;Cerveja;Bebidas;4;15.38;61.52;8499;Dinheiro
2023-12-31;Loja C;Refrigerante;Bebidas;6;40.48;242.88;2689;Pix
2024-04-06;Loja C;Açúcar;Alimentos;2;23.24;46.48;8847;Transferência
2023-10-23;Loja B;Arroz;Alimentos;1;48.06;48.06;5281;Pix
2024-07-21;Loja A;Refrigerante;Bebidas;4;42.82;171.28;6382;Pix
2022-11-01;Loja C;Refrigerante;Bebidas;4;16.05;64.2;4155;Transferência
2022-12-15;Loja C;Detergente;Limpeza;2;27.54;55.08;8341;Transferência
2023-02-07;Loja A;Cerveja;Bebidas;4;23.24;92.96;7186;Dinheiro
2024-10-12;Loja B;Refrigerante;Bebidas;10;19.11;191.1;2413;Cartão
2022-10-12;Loja C;Feijão;Alimentos;6;12.79;76.74;1471;Cartão
2024-09-20;Loja A;Pasta de Dente;Higiene;8;23.24;185.92;1212;Dinheiro
2022-06-06;Loja A;Leite;Alimentos;10;20.95;209.5;0;Cartão
2024-06-11;Loja C;Pasta de Dente;Higiene;6;26.2;157.2;8101;Pix
2022-05-16;Loja A;Detergente;Limpeza;7;39.87;279.09;3680;Cartão
2024-11-11;Loja A;Cerveja;Bebidas;3;48.57;145.71;5124;Cartão
2024-02-29;Loja A;Sabão em Pó;Limpeza;1;1.94;1.94;1603;Pix
2024-02-16;Loja A;Shampoo;Higiene;6;15.3;91.8;7989;Cartão
2024-11-30;Loja A;Detergente;Limpeza;6;9.75;58.5;9625;Pix
2023-11-10;Loja C;Pasta de Dente;Higiene;2;6.9;13.8;3420;Dinheiro
2022-01-15;Loja C;Açúcar;Alimentos;9;13.16;118.44;7294;Transferência
2024-09-26;Loja C;Sabão em Pó;Limpeza;9;6.16;55.44;9210;Dinheiro
2024-04-28;Loja A;Sabão em Pó;Limpeza;4;35.0;140.0;1365;Pix
2022-06-17;Loja A;Leite;Alimentos;10;23.24;232.4;1787;Pix
2024-10-27;Loja C;Refrigerante;Bebidas;2;9.44;18.88;9573;Transferência
2023-07-22;Loja A;Detergente;Limpeza;10;24.13;241.3;7362;Pix
2024-06-25;Loja B;Shampoo;Higiene;9;45.13;406.17;0;Transferência
2023-04-03;Loja C;Cerveja;Bebidas;6;30.4;182.4;0;Cartão
2023-09-01;Loja B;Açúcar;Alimentos;2;26.54;53.08;7132;Transferência
2024-07-20;Loja A;Sabão em Pó;Limpeza;5;28.17;140.85;5581;Não informado
2023-04-13;Loja C;Shampoo;Higiene;5;47.43;237.15;2834;Transferência
2022-12-22;Loja B;Arroz;Alimentos;7;5.67;39.69;3316;Cartão
2022-05-18;Loja A;Sabão em Pó;Limpeza;10;29.53;295.3;1642;Não informado
2023-08-01;Loja C;Sabão em Pó;Limpeza;3;32.9;98.7;5233;Dinheiro
2022-12-31;Loja B;Pasta de Dente;Higiene;4;47.84;191.36;4559;Dinheiro
2024-04-13;Loja C;Sabão em Pó;Limpeza;5;35.47;177.35;1101;Transferência
2024-12-08;Loja B;Refrigerante;Bebidas;5;37.9;189.5;9422;Dinheiro
2022-10-26;Loja B;Feijão;Alimentos;6;37.1;222.6;9050;Cartão
2022-10-11;Loja A;Cerveja;Bebidas;10;10.37;103.7;3727;Cartão
2024-05-29;Loja B;Refrigerante;Bebidas;1;45.73;45.73;3518;Dinheiro
2023-11-09;Loja C;Shampoo;Higiene;2;24.47;48.94;5527;Não informado
2024-12-31;Loja B;Refrigerante;Bebidas;1;19.04;19.04;7191;Transferência
2024-08-30;Loja B;Pasta de Dente;Higiene;7;23.66;165.62;8059;Não informado
2023-12-02;Loja C;Shampoo;Higiene;8;11.33;90.64;8160;Cartão
2024-12-16;Loja B;Detergente;Limpeza;10;49.12;491.2;4791;Cartão
2023-05-02;Loja A;Pasta de Dente;Higiene;3;30.39;91.17;1528;Cartão
2023-01-20;Loja B;Feijão;Alimentos;6;47.81;286.86;1667;Transferência
2024-06-24;Loja C;Sabão em Pó;Limpeza;7;40.28;281.96;8862;Cartão
2024-08-29;Loja B;Detergente;Limpeza;2;5.72;11.44;7530;Transferência
2024-09-22;Loja C;Refrigerante;Bebidas;6;9.13;54.78;3024;Transferência
2022-05-17;Loja A;Sabão em Pó;Limpeza;5;31.25;156.25;5909;Dinheiro
2022-05-07;Loja B;Feijão;Alimentos;5;13.06;65.3;5917;Pix
2024-08-11;Loja C;Sabão em Pó;Limpeza;1;8.66;8.66;2480;Dinheiro
2023-12-30;Loja C;Shampoo;Higiene;7;18.44;129.08;1832;Pix
2022-05-23;Loja C;Sabão em Pó;Limpeza;8;2.05;16.4;5260;Pix
2023-01-25;Loja B;Arroz;Alimentos;1;24.39;24.39;8140;Pix
2024-05-15;Loja A;Arroz;Alimentos;5;23.7;118.5;8729;Pix
2023-05-28;Loja B;Shampoo;Higiene;1;37.33;37.33;4459;Pix
2024-09-25;Loja A;Pasta de Dente;Higiene;5;8.93;44.65;7715;Cartão
2023-12-05;Loja C;Cerveja;Bebidas;8;40.41;323.28;4734;Dinheiro
2024-12-23;Loja C;Arroz;Alimentos;10;20.65;206.5;1312;Dinheiro
2024-06-15;Loja C;Sabão em Pó;Limpeza;8;28.12;224.96;4353;Cartão
2024-04-20;Loja C;Pasta de Dente;Higiene;5;29.19;145.95;8587;Dinheiro
2024-02-28;Loja B;Refrigerante;Bebidas;6;33.46;200.76;4042;Cartão
2022-09-24;Loja A;Leite;Alimentos;5;8.07;40.35;3070;Cartão
2022-05-27;Loja C;Detergente;Limpeza;5;15.16;75.8;1012;Transferência
2023-12-02;Loja C;Cerveja;Bebidas;4;17.73;70.92;4502;Pix
2022-02-03;Loja C;Sabão em Pó;Limpeza;6;8.47;50.82;8927;Não informado
2023-05-17;Loja C;Sabão em Pó;Limpeza;1;10.42;10.42;2865;Cartão
2023-10-27;Loja B;Arroz;Alimentos;9;39.97;359.73;6291;Pix
2023-09-03;Loja B;Leite;Alimentos;9;40.87;367.83;1262;Transferência
2023-09-14;Loja A;Pasta de Dente;Higiene;6;11.88;71.28;3412;Dinheiro
2022-11-06;Loja A;Feijão;Alimentos;5;27.35;136.75;1989;Cartão
2024-12-25;Loja B;Pasta de Dente;Higiene;2;23.24;46.48;3181;Pix
2024-12-10;Loja C;Leite;Alimentos;7;12.7;88.9;8870;Dinheiro
2023-01-23;Loja C;Leite;Alimentos;9;36.17;325.53;7936;Cartão
2022-11-03;Loja C;Detergente;Limpeza;8;14.96;119.68;1473;Dinheiro
2024-09-17;Loja C;Sabão em Pó;Limpeza;2;34.43;68.86;6806;Cartão
2022-03-16;Loja A;Açúcar;Alimentos;10;31.23;312.3;5164;Transferência
2023-01-27;Loja C;Detergente;Limpeza;4;11.3;45.2;6474;Cartão
2022-02-08;Loja C;Açúcar;Alimentos;1;2.86;2.86;8884;Pix
2022-09-13;Loja B;Feijão;Alimentos;3;23.24;69.72;0;Cartão
2022-03-17;Loja A;Leite;Alimentos;3;38.09;114.27;5499;Transferência
2022-03-07;Loja B;Pasta de Dente;Higiene;7;46.99;328.93;7872;Pix
2024-10-29;Loja B;Feijão;Alimentos;8;46.74;373.92;7124;Transferência
2022-01-16;Loja B;Refrigerante;Bebidas;9;29.41;264.69;4563;Pix
2023-03-30;Loja A;Refrigerante;Bebidas;7;47.9;335.3;8772;Dinheiro
2022-06-17;Loja A;Detergente;Limpeza;2;23.4;46.8;6039;Cartão
2024-11-03;Loja B;Feijão;Alimentos;6;3.13;18.78;3046;Cartão
2024-08-15;Loja B;Feijão;Alimentos;3;31.57;94.71;4836;Pix
2022-05-31;Loja B;Sabão em Pó;Limpeza;5;20.12;100.6;8876;Cartão
2023-04-25;Loja A;Arroz;Alimentos;5;27.99;139.95;2818;Transferência
2023-09-26;Loja B;Detergente;Limpeza;5;23.24;116.2;6456;Transferência
2024-03-23;Loja C;Leite;Alimentos;2;1.53;3.06;8386;Pix
2022-01-17;Loja A;Cerveja;Bebidas;1;1.93;1.93;0;Transferência
2024-02-22;Loja B;Arroz;Alimentos;6;33.72;202.32;6405;Pix
2024-03-29;Loja C;Pasta de Dente;Higiene;6;8.37;50.22;6737;Cartão
2023-07-31;Loja A;Sabão em Pó;Limpeza;6;7.06;42.36;6883;Não informado
2024-03-31;Loja B;Pasta de Dente;Higiene;3;44.97;134.91;1458;Dinheiro
2024-03-24;Loja A;Arroz;Alimentos;5;34.58;172.9;7404;Dinheiro
2022-04-14;Loja B;Leite;Alimentos;9;11.32;101.88;5466;Cartão
2024-08-20;Loja B;Leite;Alimentos;9;7.05;63.45;3158;Cartão
2023-12-27;Loja A;Feijão;Alimentos;10;23.24;232.4;2520;Cartão
2022-07-21;Loja A;Açúcar;Alimentos;4;49.08;196.32;1057;Cartão
2024-04-10;Loja C;Arroz;Alimentos;4;13.3;53.2;1141;Cartão
2023-06-09;Loja B;Cerveja;Bebidas;9;47.75;429.75;2110;Não informado
2024-05-03;Loja B;Refrigerante;Bebidas;2;4.16;8.32;1405;Cartão
2022-08-10;Loja A;Sabão em Pó;Limpeza;3;31.61;94.83;7207;Pix
2022-01-29;Loja B;Refrigerante;Bebidas;2;8.59;17.18;1708;Dinheiro
2022-05-03;Loja A;Cerveja;Bebidas;4;45.89;183.56;9981;Dinheiro
2022-08-11;Loja B;Feijão;Alimentos;2;18.77;37.54;3574;Cartão
2023-08-03;Loja B;Refrigerante;Bebidas;8;23.24;185.92;7919;Cartão
2024-06-12;Loja C;Feijão;Alimentos;1;24.31;24.31;3278;Pix
2024-05-11;Loja A;Detergente;Limpeza;6;6.52;39.12;7209;Cartão
2023-01-14;Loja C;Açúcar;Alimentos;4;39.31;157.24;9823;Dinheiro
2022-09-05;Loja B;Cerveja;Bebidas;7;24.2;169.4;7000;Dinheiro
2024-03-11;Loja C;Arroz;Alimentos;9;39.74;357.66;8406;Dinheiro
2023-04-14;Loja B;Refrigerante;Bebidas;7;29.54;206.78;1910;Dinheiro
2022-02-21;Loja B;Sabão em Pó;Limpeza;6;6.56;39.36;2196;Dinheiro
2022-07-24;Loja C;Cerveja;Bebidas;2;16.58;33.16;7732;Dinheiro
2023-08-24;Loja C;Shampoo;Higiene;9;24.41;219.69;9695;Dinheiro
2022-03-14;Loja C;Feijão;Alimentos;4;44.61;178.44;2656;Transferência
2023-03-25;Loja A;Detergente;Limpeza;3;19.73;59.19;1770;Cartão
2024-07-13;Loja B;Cerveja;Bebidas;8;49.59;396.72;3671;Transferência
2022-05-28;Loja B;Shampoo;Higiene;9;19.17;172.53;8561;Transferência
2024-10-20;Loja B;Sabão em Pó;Limpeza;9;23.72;213.48;9703;Pix
2023-04-05;Loja A;Feijão;Alimentos;7;41.58;291.06;8845;Cartão
2022-06-15;Loja C;Detergente;Limpeza;8;25.66;205.28;4154;Pix
2023-04-03;Loja B;Refrigerante;Bebidas;3;10.15;30.45;9764;Dinheiro
2024-02-07;Loja A;Refrigerante;Bebidas;10;15.52;155.2;6248;Transferência
2024-05-22;Loja A;Arroz;Alimentos;5;35.64;178.2;3460;Transferência
2023-12-18;Loja C;Açúcar;Alimentos;6;36.86;221.16;8951;Pix
2023-09-28;Loja A;Shampoo;Higiene;7;26.84;187.88;7659;Dinheiro
2024-03-07;Loja B;Shampoo;Higiene;1;5.82;5.82;2280;Cartão
2023-01-26;Loja C;Cerveja;Bebidas;5;47.0;235.0;4202;Cartão
2022-06-09;Loja B;Detergente;Limpeza;4;45.75;183.0;2089;Pix
2023-08-17;Loja C;Detergente;Limpeza;3;18.68;56.04;9470;Pix
2022-04-03;Loja B;Pasta de Dente;Higiene;1;25.3;25.3;4078;Cartão
2023-04-08;Loja A;Shampoo;Higiene;7;45.79;320.53;9736;Dinheiro
2023-04-10;Loja C;Açúcar;Alimentos;1;10.69;10.69;5236;Cartão
2023-12-28;Loja B;Leite;Alimentos;3;7.91;23.73;8346;Dinheiro
2022-11-05;Loja C;Sabão em Pó;Limpeza;2;34.47;68.94;9923;Transferência
2022-12-04;Loja C;Refrigerante;Bebidas;6;46.63;279.78;1099;Transferência
2024-06-28;Loja A;Arroz;Alimentos;7;34.43;241.01;4214;Pix
2024-02-13;Loja C;Açúcar;Alimentos;7;47.69;333.83;2817;Cartão
2022-03-13;Loja A;Pasta de Dente;Higiene;3;23.11;69.33;2724;Cartão
2022-06-12;Loja B;Detergente;Limpeza;8;6.82;54.56;5542;Transferência
2023-04-09;Loja C;Refrigerante;Bebidas;8;5.28;42.24;0;Transferência
2024-04-01;Loja A;Feijão;Alimentos;4;29.68;118.72;9622;Dinheiro
2023-12-26;Loja B;Pasta de Dente;Higiene;1;44.79;44.79;3527;Transferência
2024-07-28;Loja A;Shampoo;Higiene;9;43.25;389.25;7237;Transferência
2023-10-03;Loja B;Cerveja;Bebidas;7;23.3;163.1;0;Transferência
2022-05-25;Loja C;Arroz;Alimentos;4;46.08;184.32;5079;Transferência
2023-12-09;Loja A;Sabão em Pó;Limpeza;9;3.3;29.7;4502;Cartão
2023-10-26;Loja C;Shampoo;Higiene;7;29.78;208.46;6663;Dinheiro
2022-09-23;Loja C;Refrigerante;Bebidas;7;5.06;35.42;5956;Cartão
2022-02-08;Loja B;Cerveja;Bebidas;7;15.83;110.81;6882;Dinheiro
2022-07-25;Loja A;Feijão;Alimentos;9;42.26;380.34;9575;Transferência
2022-10-29;Loja A;Pasta de Dente;Higiene;1;46.54;46.54;3980;Pix
2023-07-25;Loja C;Pasta de Dente;Higiene;5;23.72;118.6;2582;Pix
2022-06-10;Loja A;Pasta de Dente;Higiene;2;24.54;49.08;5609;Dinheiro
2024-07-02;Loja A;Sabão em Pó;Limpeza;9;2.86;25.74;1034;Cartão
2024-01-28;Loja B;Cerveja;Bebidas;8;28.72;229.76;9876;Transferência
2024-04-13;Loja C;Sabão em Pó;Limpeza;5;34.27;171.35;5534;Cartão
2022-12-20;Loja B;Refrigerante;Bebidas;9;26.71;240.39;9493;Dinheiro
2024-10-30;Loja A;Sabão em Pó;Limpeza;10;13.54;135.4;4397;Cartão
2024-06-11;Loja B;Açúcar;Alimentos;10;12.73;127.3;5128;Transferência
2024-04-09;Loja C;Sabão em Pó;Limpeza;4;2.19;8.76;4018;Transferência
2023-08-03;Loja A;Arroz;Alimentos;3;23.24;69.72;8630;Pix
2023-10-20;Loja C;Açúcar;Alimentos;7;10.89;76.23;4700;Transferência
2022-04-25;Loja B;Pasta de Dente;Higiene;4;6.65;26.6;2045;Transferência
2022-12-28;Loja C;Pasta de Dente;Higiene;9;34.74;312.66;1469;Cartão
2023-11-17;Loja B;Sabão em Pó;Limpeza;9;47.35;426.15;2766;Cartão
2022-05-01;Loja B;Cerveja;Bebidas;9;22.47;202.23;3266;Dinheiro
2022-06-08;Loja B;Arroz;Alimentos;2;25.84;51.68;0;Cartão
2022-01-30;Loja A;Shampoo;Higiene;3;24.79;74.37;3144;Dinheiro
2023-03-14;Loja C;Sabão em Pó;Limpeza;4;40.46;161.84;4416;Cartão
2022-11-23;Loja A;Cerveja;Bebidas;10;38.46;384.6;6499;Cartão
2024-09-11;Loja B;Refrigerante;Bebidas;10;26.62;266.2;6423;Pix
2024-03-29;Loja B;Arroz;Alimentos;4;9.08;36.32;2092;Transferência
